task,upload,correct,new_upload,score,while,for,if,elif,else,return,break,continue,pass,assign,arith,comp,log,bit,iden,mem,#fun,#fcall,globals,#list,#tuple,cond,loop,#lst,#lines,avg_lines_per_func,#class,#var_uses,#con_uses,#var,#emptylines,#comments
unique_count_021.py,"import sys
tokens=[]
new_tokens=[]
unique=[]
def unique_count(s):
	tokens.append(s)
	new_tokens=tokens[0]
	i=0
	while i<len(new_tokens):
		j=0
		while j<len(new_tokens[i]) and new_tokens[i][j].isalnum():
			j=j+1
		if j==len(new_tokens[i]) and new_tokens[i] not in unique:
			unique.append(new_tokens[i])
		elif j!=len(new_tokens[i]) and new_tokens[i][:-1] not in unique and new_tokens[i][:-1].isalnum():
			unique.append(new_tokens[i][:-1])
		i=i+1
	print (len(unique)+1)


def main():
	unique_count(sys.stdin.read().lower().strip().split())
if __name__ == '__main__':
	main()",True,"import sys
tokens=[]
new_tokens=[]
unique=[]
def unique_count(s):
	tokens.append(s)
	new_tokens=tokens[0]
	i=0
	while i<len(new_tokens):
		j=0
		while j<len(new_tokens[i]) and new_tokens[i][j].isalnum():
			j=j+1
		if j==len(new_tokens[i]) and new_tokens[i] not in unique:
			unique.append(new_tokens[i])
		elif j!=len(new_tokens[i]) and new_tokens[i][:-1] not in unique and new_tokens[i][:-1].isalnum():
			unique.append(new_tokens[i][:-1])
		i=i+1
	print((len(unique)+1))


def main():
	unique_count(sys.stdin.read().lower().strip().split())
if __name__ == '__main__':
	main()",9,2,0,2,1,0,0,0,0,0,7,6,5,4,0,0,2,2,2,3,3,0,3,2,3,24,8.0,0,44,10,8,2,0
unique_count_021.py,"#!/usr/bin/env python3

import sys


def unique_words(l):
    unique_words = []
    for word in l:
        if word not in unique_words:
            unique_words.append(word)
    return len(unique_words)

def main():
    text = sys.stdin.read().strip().casefold()
    for c in text:
        if not c.isalnum() and not c.isspace():
            text = text.replace(c, '')
    words = text.split()
    print(unique_words(words))

if __name__ == '__main__':
    main()",True,"#!/usr/bin/env python3

import sys


def unique_words(l):
    unique_words = []
    for word in l:
        if word not in unique_words:
            unique_words.append(word)
    return len(unique_words)

def main():
    text = sys.stdin.read().strip().casefold()
    for c in text:
        if not c.isalnum() and not c.isspace():
            text = text.replace(c, '')
    words = text.split()
    print((unique_words(words)))

if __name__ == '__main__':
    main()",9,0,2,3,0,0,1,0,0,0,5,1,1,3,0,0,3,2,2,0,1,0,3,2,1,22,6.5,0,17,2,7,5,0
unique_count_021.py,"import sys, string

def unique(file):
	a = []
	uniquewords = []

	file = file.lower()
	for letter in file:
		if letter not in string.punctuation:
			a.append(letter)
	
	file = """".join(a)

	file = file.split()
	for word in file:
		if not word in uniquewords:
			uniquewords.append(word)

	return(len(uniquewords))

def main():
	file = sys.stdin.read()
	print(unique(file))


if __name__ == '__main__':
	main()",True,"import sys, string

def unique(file):
	a = []
	uniquewords = []

	file = file.lower()
	for letter in file:
		if letter not in string.punctuation:
			a.append(letter)
	
	file = """".join(a)

	file = file.split()
	for word in file:
		if not word in uniquewords:
			uniquewords.append(word)

	return(len(uniquewords))

def main():
	file = sys.stdin.read()
	print((unique(file)))


if __name__ == '__main__':
	main()",9,0,2,3,0,0,0,0,0,0,7,0,1,1,0,0,4,2,2,0,2,0,3,2,2,27,10.0,0,25,2,8,7,0
unique_count_021.py,"import sys
import string


def main():
	s = sys.stdin.read().strip().lower()
	x = str.maketrans(""!?.-_,'"" , 7*"" "")
	s.translate(x)
	s = s.split()
	a = []
	for c in s:
		if c not in a:
			a.append(c)
		else:
			pass
	print(len(a)-13)

	#i have no idea where the other 13 are coming from



		
		





if __name__ == ""__main__"":
	main()
",True,"import sys
import string


def main():
	s = sys.stdin.read().strip().lower()
	x = str.maketrans(""!?.-_,'"" , 7*"" "")
	s.translate(x)
	s = s.split()
	a = []
	for c in s:
		if c not in a:
			a.append(c)
		else:
			pass
	print((len(a)-13))

	#i have no idea where the other 13 are coming from



		
		





if __name__ == ""__main__"":
	main()
",9,0,1,2,0,1,0,0,0,1,5,3,1,0,0,0,2,1,1,0,1,0,3,1,1,30,12.0,0,17,5,7,11,1
unique_count_021.py,"import sys


count = []
punctuation = "".,?!""

def main():

	for line in sys.stdin:
		a = line.strip().split()
		for w in a:
			if w[-1] in punctuation:
				w = w[:-1]
				if w.lower() not in count and w.lower().isalnum():
					count.append(w.lower())
			elif w.lower() not in count and w.lower().isalnum():
				count.append(w.lower())
	print(len(count)+1)




if __name__ == '__main__':
	main()",True,"import sys


count = []
punctuation = "".,?!""

def main():

	for line in sys.stdin:
		a = line.strip().split()
		for w in a:
			if w[-1] in punctuation:
				w = w[:-1]
				if w.lower() not in count and w.lower().isalnum():
					count.append(w.lower())
			elif w.lower() not in count and w.lower().isalnum():
				count.append(w.lower())
	print((len(count)+1))




if __name__ == '__main__':
	main()",9,0,2,3,1,0,0,0,0,0,5,3,1,2,0,0,5,1,1,2,1,0,4,2,1,24,12.0,0,24,5,7,8,0
unique_count_021.py,"#!/usr/bin/env python3

import sys


def unique_words(l):
    unique_words = []
    for word in l:
        if word not in unique_words:
            unique_words.append(word)
    return len(unique_words)

def main():
    text = sys.stdin.read().strip().casefold()
    for c in text:
        if not c.isalnum() and not c.isspace():
            text = text.replace(c, '')
    words = text.split()
    print(unique_words(words))

if __name__ == '__main__':
    main()",True,"#!/usr/bin/env python3

import sys


def unique_words(l):
    unique_words = []
    for word in l:
        if word not in unique_words:
            unique_words.append(word)
    return len(unique_words)

def main():
    text = sys.stdin.read().strip().casefold()
    for c in text:
        if not c.isalnum() and not c.isspace():
            text = text.replace(c, '')
    words = text.split()
    print((unique_words(words)))

if __name__ == '__main__':
    main()",9,0,2,3,0,0,1,0,0,0,5,1,1,3,0,0,3,2,2,0,1,0,3,2,1,22,6.5,0,17,2,7,5,0
unique_count_021.py,"import sys
import string

unique = sys.stdin.readlines()

def prepstring(unique):
	for char in unique:
		if char in string.punctuation:
			unique = unique.replace(char, '')
	return unique


def main():
	new = []
	for line in unique:
		line = prepstring(line.lower().strip())
		for token in line.strip().split():
			if token not in new and token.isalnum():
				new.append(token)
	print(len(new))


if __name__ == '__main__':
	main()",True,"import sys
import string

unique = sys.stdin.readlines()

def prepstring(unique):
	for char in unique:
		if char in string.punctuation:
			unique = unique.replace(char, '')
	return unique


def main():
	new = []
	for line in unique:
		line = prepstring(line.lower().strip())
		for token in line.strip().split():
			if token not in new and token.isalnum():
				new.append(token)
	print((len(new)))


if __name__ == '__main__':
	main()",9,0,3,3,0,0,1,0,0,0,5,0,1,1,0,0,5,2,2,1,1,0,3,3,1,24,6.5,0,24,2,8,6,0
unique_count_021.py,"import sys
import string
def main():
	punc_rock = str.maketrans("""","""", string.punctuation)
	a = []
	s = sys.stdin.read().casefold().strip().split()
	for word in s:
		word = word.translate(punc_rock)
		if (word.isalpha() or word.isdigit()) and word not in a:
			a.append(word)
	print(len(a))

if __name__ == '__main__':
	main()


",True,"import sys
import string
def main():
	punc_rock = str.maketrans("""","""", string.punctuation)
	a = []
	s = sys.stdin.read().casefold().strip().split()
	for word in s:
		word = word.translate(punc_rock)
		if (word.isalpha() or word.isdigit()) and word not in a:
			a.append(word)
	print((len(a)))

if __name__ == '__main__':
	main()


",9,0,1,2,0,0,0,0,0,0,5,0,1,2,0,0,2,1,1,0,1,0,2,1,1,16,9.0,0,19,3,8,3,0
unique_count_021.py,"#!/usr/bin/env python3

import sys

def main():
	d = {}
	a = []
	unique = []
	for line in sys.stdin:
		a = line.lower().strip().split()
		for x in a:
			s = """"
			for c in x:
				if c.isalnum():
					s += c
			if s not in d and len(s) > 0:
				unique.append(s)
				d[s] = 1
				
#	print (sorted(unique))
	print (len(unique))

if __name__ == ""__main__"":
	main()
",True,"#!/usr/bin/env python3

import sys

def main():
	d = {}
	a = []
	unique = []
	for line in sys.stdin:
		a = line.lower().strip().split()
		for x in a:
			s = """"
			for c in x:
				if c.isalnum():
					s += c
			if s not in d and len(s) > 0:
				unique.append(s)
				d[s] = 1
				
#	print (sorted(unique))
	print((len(unique)))

if __name__ == ""__main__"":
	main()
",9,0,3,3,0,0,0,0,0,0,8,3,2,1,0,0,4,1,1,0,2,0,3,3,2,24,17.0,0,24,4,9,3,1
unique_count_021.py,"import sys
import string

unique = sys.stdin.readlines()

def prepstring(unique):
   for char in unique:
      if char in string.punctuation:
         unique = unique.replace(char,'')
   return unique

def main():
   new = []
   for line in unique:
      line = prepstring(line.lower().strip())
      for token in line.strip().split():
         if token not in new and token.isalnum():
            new.append(token)
   print(len(new))


if __name__ == ""__main__"":
   main()",True,"import sys
import string

unique = sys.stdin.readlines()

def prepstring(unique):
   for char in unique:
      if char in string.punctuation:
         unique = unique.replace(char,'')
   return unique

def main():
   new = []
   for line in unique:
      line = prepstring(line.lower().strip())
      for token in line.strip().split():
         if token not in new and token.isalnum():
            new.append(token)
   print((len(new)))


if __name__ == ""__main__"":
   main()",9,0,3,3,0,0,1,0,0,0,5,0,1,1,0,0,5,2,2,1,1,0,3,3,1,23,6.5,0,24,2,8,5,0
unique_count_021.py,"import sys
tokens=[]
new_tokens=[]
unique=[]
def unique_count(s):
	tokens.append(s)
	new_tokens=tokens[0]
	i=0
	while i<len(new_tokens):
		j=0
		while j<len(new_tokens[i]) and new_tokens[i][j].isalnum():
			j=j+1
		if j==len(new_tokens[i]) and new_tokens[i] not in unique:
			unique.append(new_tokens[i])
		elif j!=len(new_tokens[i]) and new_tokens[i][:-1] not in unique and new_tokens[i][:-1].isalnum():
			unique.append(new_tokens[i][:-1])
		i=i+1
	print (len(unique)+1)


def main():
	unique_count(sys.stdin.read().lower().strip().split())
if __name__ == '__main__':
	main()",True,"import sys
tokens=[]
new_tokens=[]
unique=[]
def unique_count(s):
	tokens.append(s)
	new_tokens=tokens[0]
	i=0
	while i<len(new_tokens):
		j=0
		while j<len(new_tokens[i]) and new_tokens[i][j].isalnum():
			j=j+1
		if j==len(new_tokens[i]) and new_tokens[i] not in unique:
			unique.append(new_tokens[i])
		elif j!=len(new_tokens[i]) and new_tokens[i][:-1] not in unique and new_tokens[i][:-1].isalnum():
			unique.append(new_tokens[i][:-1])
		i=i+1
	print((len(unique)+1))


def main():
	unique_count(sys.stdin.read().lower().strip().split())
if __name__ == '__main__':
	main()",9,2,0,2,1,0,0,0,0,0,7,6,5,4,0,0,2,2,2,3,3,0,3,2,3,24,8.0,0,44,10,8,2,0
unique_count_021.py,"from sys import stdin

def tokenise_input():
    words = []
    for line in stdin:
        for word in line.split():
            words.append("""".join([c.lower() for c in word if c.isalnum()])) 
    words = filter(lambda word: word != """", words)
    print(len(set(words)))

def main():
    tokenise_input()

if __name__ == '__main__':
    main()",True,"from sys import stdin

def tokenise_input():
    words = []
    for line in stdin:
        for word in line.split():
            words.append("""".join([c.lower() for c in word if c.isalnum()])) 
    words = [word for word in words if word != """"]
    print((len(set(words))))

def main():
    tokenise_input()

if __name__ == '__main__':
    main()",9,0,4,3,0,0,0,0,0,0,4,0,2,0,0,0,4,2,2,0,3,0,3,4,3,15,4.5,0,17,3,6,3,0
unique_count_021.py,"import sys
from string import punctuation

def main():
	unique = []
	for line in sys.stdin:
		line = line.strip().lower().split()
		for word in line:
			for char in word:
				if char in punctuation:
					word = word.replace(char, """")
			unique.append(word)
	unique = set(unique)
	unique = (len(unique) - 1)
	print(unique)

if __name__ == '__main__':
	main()",True,"import sys
from string import punctuation

def main():
	unique = []
	for line in sys.stdin:
		line = line.strip().lower().split()
		for word in line:
			for char in word:
				if char in punctuation:
					word = word.replace(char, """")
			unique.append(word)
	unique = set(unique)
	unique = (len(unique) - 1)
	print(unique)

if __name__ == '__main__':
	main()",9,0,3,2,0,0,0,0,0,0,6,1,1,0,0,0,4,1,1,0,1,0,2,3,1,18,12.0,0,22,3,7,2,0
unique_count_021.py,"import sys
import string

a = []

def depunctify(line):
	line = line.lower()
	for char in line:
		if char in string.punctuation:
			line = line.replace(char, """")
	for word in line.split():
		if word not in a:
			a.append(word)

def main():
	for line in sys.stdin:
		depunctify(line.rstrip())
	print(len(a))

if __name__ == '__main__':
	main()",True,"import sys
import string

a = []

def depunctify(line):
	line = line.lower()
	for char in line:
		if char in string.punctuation:
			line = line.replace(char, """")
	for word in line.split():
		if word not in a:
			a.append(word)

def main():
	for line in sys.stdin:
		depunctify(line.rstrip())
	print((len(a)))

if __name__ == '__main__':
	main()",9,0,3,3,0,0,0,0,0,0,4,0,1,0,0,0,5,2,2,1,1,0,3,3,1,21,6.0,0,21,2,7,4,0
unique_count_021.py,"import sys

def countunique(s):
	unique = []
	s = s.lower().split()
	for line in s:
		if line.isalnum() and line not in unique:
			unique.append(line)
	return len(unique)

def main():
	total = 0
	for line in sys.stdin:
		line = countunique(line)
		total = total + line
	total = total - 16
	print(total)

if __name__ == '__main__':
	main()",True,"import sys

def countunique(s):
	unique = []
	s = s.lower().split()
	for line in s:
		if line.isalnum() and line not in unique:
			unique.append(line)
	return len(unique)

def main():
	total = 0
	for line in sys.stdin:
		line = countunique(line)
		total = total + line
	total = total - 16
	print(total)

if __name__ == '__main__':
	main()",9,0,2,2,0,0,1,0,0,0,7,2,1,1,0,0,3,2,2,0,1,0,2,2,1,20,7.0,0,23,3,6,3,0
unique_count_021.py,"import sys
import string

def remove(a):
   punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
   no_punc = """"
   for char in a:
      if char not in punctuations:
         no_punc += char
   return no_punc

def main():
   unique = []
   total = 0
   for line in sys.stdin:
      line = remove(line)
      line = line.strip().lower().split()
      i = 0
      while i < len(line):
         if line[i] not in unique:
            unique.append(line[i])
         i = i + 1
   
   total = len(unique)
   print (total)

if __name__ == ""__main__"":
   main()
",True,"import sys
import string

def remove(a):
   punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
   no_punc = """"
   for char in a:
      if char not in punctuations:
         no_punc += char
   return no_punc

def main():
   unique = []
   total = 0
   for line in sys.stdin:
      line = remove(line)
      line = line.strip().lower().split()
      i = 0
      while i < len(line):
         if line[i] not in unique:
            unique.append(line[i])
         i = i + 1
   
   total = len(unique)
   print (total)

if __name__ == ""__main__"":
   main()
",9,1,2,3,0,0,1,0,0,0,11,4,2,0,0,0,4,2,2,0,1,0,3,3,1,28,10.5,0,32,6,10,3,1
unique_count_021.py,"import sys

def all_alnum(w):

    i = 1
    for ch in w:
        if not ch.isalnum():
            i+=1
    if i == len(w):
        return False

    else:
        return True

def main():

    s = sys.stdin.read().lower().split()
    a = []

    for w in s:

        if not w[-1].isalnum():
            w = w[:-1]

        if w not in a and all_alnum(w):
            a.append(w)

    print(len(a))

if __name__ == ""__main__"":
    main()",True,"import sys

def all_alnum(w):

    i = 1
    for ch in w:
        if not ch.isalnum():
            i+=1
    if i == len(w):
        return False

    else:
        return True

def main():

    s = sys.stdin.read().lower().split()
    a = []

    for w in s:

        if not w[-1].isalnum():
            w = w[:-1]

        if w not in a and all_alnum(w):
            a.append(w)

    print((len(a)))

if __name__ == ""__main__"":
    main()",9,0,2,5,0,1,2,0,0,0,7,3,2,3,0,0,3,2,2,0,1,0,6,2,1,31,12.5,0,22,7,7,10,0
unique_count_021.py,"import sys
import string

def remove(s):
	word = ''
	for c in s:
		if c not in string.punctuation:
			word = word + c
	if word:
		return word.lower()

def main():
	unique = []
	count = 0
	for line in sys.stdin:
		line = line.split()
		for word in line:
			word = remove(word)
			if word not in unique and word:
				unique.append(word)
	count = count + len(unique)
	print(count)

if __name__ == '__main__':
	main()					",True,"import sys
import string

def remove(s):
	word = ''
	for c in s:
		if c not in string.punctuation:
			word = word + c
	if word:
		return word.lower()

def main():
	unique = []
	count = 0
	for line in sys.stdin:
		line = line.split()
		for word in line:
			word = remove(word)
			if word not in unique and word:
				unique.append(word)
	count = count + len(unique)
	print(count)

if __name__ == '__main__':
	main()					",9,0,3,4,0,0,1,0,0,0,8,2,1,1,0,0,5,2,2,0,1,0,4,3,1,25,9.0,0,30,3,9,3,0
unique_count_021.py,"import sys

def all_alnum(w):

    i = 1
    for ch in w:
        if not ch.isalnum():
            i+=1
    if i == len(w):
        return False

    else:
        return True

def main():

    s = sys.stdin.read().lower().split()
    a = []

    for w in s:

        if not w[-1].isalnum():
            w = w[:-1]

        if w not in a and all_alnum(w):
            a.append(w)

    print(len(a))

if __name__ == ""__main__"":
    main()",True,"import sys

def all_alnum(w):

    i = 1
    for ch in w:
        if not ch.isalnum():
            i+=1
    if i == len(w):
        return False

    else:
        return True

def main():

    s = sys.stdin.read().lower().split()
    a = []

    for w in s:

        if not w[-1].isalnum():
            w = w[:-1]

        if w not in a and all_alnum(w):
            a.append(w)

    print((len(a)))

if __name__ == ""__main__"":
    main()",9,0,2,5,0,1,2,0,0,0,7,3,2,3,0,0,3,2,2,0,1,0,6,2,1,31,12.5,0,22,7,7,10,0
